loinc_num;copra_id;loinc_long_common_name;copra_description;accuracy;is_match;id
18833-4;105082;Erstes Körpergewicht;Eingestelltes Körpergewicht.;100;Nein;746
2748-2;105082;pH von Körperflüssigkeit;Eingestelltes Körpergewicht.;60;Nein;747
29463-7;105082;Körpergewicht;Eingestelltes Körpergewicht.;100;Nein;748
29638-4;105082;Gewicht von Gewebe;Eingestelltes Körpergewicht.;62;Nein;749
3141-9;105082;Körpergewicht, gemessen;Eingestelltes Körpergewicht.;100;Nein;750
35654-3;105082;Creatinin/Körpergewicht [Masse/kg/Zeit] in 24-Stunden-Urin;Eingestelltes Körpergewicht.;100;Nein;751
54374-4;105082;Creatinin/Körpergewicht [Mol/kg/Zeit] in 24-Stunden-Urin;Eingestelltes Körpergewicht.;100;Nein;752
8302-2;105082;Körpergröße;Eingestelltes Körpergewicht.;70;Nein;753
8303-0;105082;Körpergröße [Perzentil];Eingestelltes Körpergewicht.;70;Nein;754
8336-0;105082;Körpergewicht [Perzentil] pro Alter;Eingestelltes Körpergewicht.;100;Nein;755
18833-4;105075;Erstes Körpergewicht;Eingestelltes Körpergewicht beim respirator C2.;77;Nein;756
29463-7;105075;Körpergewicht;Eingestelltes Körpergewicht beim respirator C2.;100;Nein;757
3141-9;105075;Körpergewicht, gemessen;Eingestelltes Körpergewicht beim respirator C2.;73;Nein;758
35654-3;105075;Creatinin/Körpergewicht [Masse/kg/Zeit] in 24-Stunden-Urin;Eingestelltes Körpergewicht beim respirator C2.;63;Nein;759
54374-4;105075;Creatinin/Körpergewicht [Mol/kg/Zeit] in 24-Stunden-Urin;Eingestelltes Körpergewicht beim respirator C2.;63;Nein;760
8336-0;105075;Körpergewicht [Perzentil] pro Alter;Eingestelltes Körpergewicht beim respirator C2.;86;Nein;761
55107-7;103272;Anhang - Dokument;eingestelltes Tidalvolumen;60;Nein;762
55107-7;103408;Anhang - Dokument;eingestelltes Tidalvolumen;60;Nein;763
41032-4;103271;Uroporphyrin [Masse/Zeit] in Stuhl (unspezifizierte Zeit);eingestellte Zeit für den Anstieg zwischen unterem und oberen Druckniveau;100;Nein;764
48430-3;103271;Carnitin [Mol] in Sperma (unspezifizierte Zeit);eingestellte Zeit für den Anstieg zwischen unterem und oberen Druckniveau;100;Nein;765
93817-5;103271;Laufstrecke (unspezifizierte Zeit);eingestellte Zeit für den Anstieg zwischen unterem und oberen Druckniveau;100;Nein;766
8867-4;103269;Herzfrequenz;eingestellt mandatorische Atemfrquenz;70;Nein;767
9279-1;103269;Atemfrequenz;eingestellt mandatorische Atemfrquenz;96;Nein;768
55107-7;103304;Anhang - Dokument;Einstellgröße für das Tidalvolumen;60;Nein;769
11556-8;103091;Sauerstoff [Partialdruck] in Blut;Einstellgröße Gasfluss Sauerstoff;80;Nein;770
14864-3;103091;Sauerstoff [Partialdruck] in Nabelschnurblut;Einstellgröße Gasfluss Sauerstoff;69;Nein;771
19211-2;103091;Sauerstoff [Partialdruck] in gemischt-venösem Blut;Einstellgröße Gasfluss Sauerstoff;69;Nein;772
19254-2;103091;Sauerstoff [Partialdruck] angepasst an aktuelle Körpertemperatur des Patienten oder der Patientin in Blut;Einstellgröße Gasfluss Sauerstoff;69;Nein;773
19255-9;103091;Sauerstoff [Partialdruck] angepasst an aktuelle Körpertemperatur des Patienten oder der Patientin in arteriellem Blut;Einstellgröße Gasfluss Sauerstoff;69;Nein;774
19256-7;103091;Sauerstoff [Partialdruck] angepasst an aktuelle Körpertemperatur des Patienten oder der Patientin in Kapillarblut;Einstellgröße Gasfluss Sauerstoff;69;Nein;775
19258-3;103091;Sauerstoff [Partialdruck] angepasst an aktuelle Körpertemperatur des Patienten oder der Patientin in venösem Blut;Einstellgröße Gasfluss Sauerstoff;69;Nein;776
19994-3;103091;Sauerstoff/Gesamtgas-Einstellung [Volumenfraktion] des Beatmungsgeräts;Einstellgröße Gasfluss Sauerstoff;69;Nein;777
20564-1;103091;Sauerstoffsättigung in Blut;Einstellgröße Gasfluss Sauerstoff;62;Nein;778
20977-5;103091;Harnstoff [Masse/Volumen] in Blut;Einstellgröße Gasfluss Sauerstoff;61;Nein;779
2703-7;103091;Sauerstoff [Partialdruck] in arteriellem Blut;Einstellgröße Gasfluss Sauerstoff;69;Nein;780
2704-5;103091;Sauerstoff [Partialdruck] in Kapillarblut;Einstellgröße Gasfluss Sauerstoff;69;Nein;781
2705-2;103091;Sauerstoff [Partialdruck] in venösem Blut;Einstellgröße Gasfluss Sauerstoff;69;Nein;782
2713-6;103091;Sauerstoffsättigung berechnet aus Sauerstoff-Partialdruck in Blut;Einstellgröße Gasfluss Sauerstoff;69;Nein;783
28649-2;103091;Sauerstoff [Partialdruck] in venösem Nabelschnurblut;Einstellgröße Gasfluss Sauerstoff;69;Nein;784
3148-4;103091;Sauerstoff [Partialdruck] in Gas;Einstellgröße Gasfluss Sauerstoff;85;Nein;785
3151-8;103091;Inhalierter Sauerstoff - Flussrate;Einstellgröße Gasfluss Sauerstoff;69;Nein;786
33437-5;103091;Sauerstoff [Partialdruck] in Kapillarblut mit transkutanem O2-Monitoring;Einstellgröße Gasfluss Sauerstoff;69;Nein;787
34163-6;103091;Sauerstoffgehalt in Blut;Einstellgröße Gasfluss Sauerstoff;65;Nein;788
51731-8;103091;Sauerstoffsättigung berechnet aus Sauerstoff-Partialdruck in venösem Blut;Einstellgröße Gasfluss Sauerstoff;69;Nein;789
51732-6;103091;Sauerstoffsättigung berechnet aus Sauerstoff-Partialdruck in Kapillarblut;Einstellgröße Gasfluss Sauerstoff;69;Nein;790
51733-4;103091;Sauerstoffsättigung berechnet aus Sauerstoff-Partialdruck in arteriellem Blut;Einstellgröße Gasfluss Sauerstoff;69;Nein;791
72903-8;103091;Harnstoff [Mol/Volumen] in Blut;Einstellgröße Gasfluss Sauerstoff;61;Nein;792
74105-8;103091;Sauerstoffsättigung berechnet aus Sauerstoff-Partialdruck in gemischt-venösem Blut;Einstellgröße Gasfluss Sauerstoff;69;Nein;793
103-2;103126;Ceforanid [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Einstellparameter: O2 Konzentration des Gasgemisches;62;Nein;794
107-3;103126;Cefotaxim [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Einstellparameter: O2 Konzentration des Gasgemisches;62;Nein;795
111-5;103126;Cefotetan [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Einstellparameter: O2 Konzentration des Gasgemisches;62;Nein;796
115-6;103126;Cefoxitin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Einstellparameter: O2 Konzentration des Gasgemisches;62;Nein;797
11-7;103126;Amikacin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Einstellparameter: O2 Konzentration des Gasgemisches;62;Nein;798
119-8;103126;Cefpodoxim [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Einstellparameter: O2 Konzentration des Gasgemisches;62;Nein;799
123-0;103126;Cefprozil [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Einstellparameter: O2 Konzentration des Gasgemisches;62;Nein;800
127-1;103126;Cefsulodin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Einstellparameter: O2 Konzentration des Gasgemisches;62;Nein;801
132-1;103126;Ceftazidim [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Einstellparameter: O2 Konzentration des Gasgemisches;62;Nein;802
136-2;103126;Ceftizoxim [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Einstellparameter: O2 Konzentration des Gasgemisches;62;Nein;803
140-4;103126;Ceftriaxon [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Einstellparameter: O2 Konzentration des Gasgemisches;62;Nein;804
144-6;103126;Cefuroxim parenteral [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Einstellparameter: O2 Konzentration des Gasgemisches;62;Nein;805
148-7;103126;Cephalexin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Einstellparameter: O2 Konzentration des Gasgemisches;62;Nein;806
156-0;103126;Cephaloridin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Einstellparameter: O2 Konzentration des Gasgemisches;62;Nein;807
15-8;103126;Amoxicillin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Einstellparameter: O2 Konzentration des Gasgemisches;62;Nein;808
160-2;103126;Cephalothin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Einstellparameter: O2 Konzentration des Gasgemisches;62;Nein;809
164-4;103126;Cephapirin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Einstellparameter: O2 Konzentration des Gasgemisches;62;Nein;810
168-5;103126;Cephradin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Einstellparameter: O2 Konzentration des Gasgemisches;62;Nein;811
172-7;103126;Chloramphenicol [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Einstellparameter: O2 Konzentration des Gasgemisches;62;Nein;812
176-8;103126;Chlortetracyclin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Einstellparameter: O2 Konzentration des Gasgemisches;62;Nein;813
180-0;103126;Cinoxacin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Einstellparameter: O2 Konzentration des Gasgemisches;62;Nein;814
184-2;103126;Ciprofloxacin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Einstellparameter: O2 Konzentration des Gasgemisches;62;Nein;815
188-3;103126;Clarithromycin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Einstellparameter: O2 Konzentration des Gasgemisches;62;Nein;816
19-0;103126;Amoxicillin+Clavulanat [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Einstellparameter: O2 Konzentration des Gasgemisches;62;Nein;817
192-5;103126;Clindamycin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Einstellparameter: O2 Konzentration des Gasgemisches;62;Nein;818
196-6;103126;Cloxacillin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Einstellparameter: O2 Konzentration des Gasgemisches;62;Nein;819
204-8;103126;Colistin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Einstellparameter: O2 Konzentration des Gasgemisches;62;Nein;820
212-1;103126;Cycloserin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Einstellparameter: O2 Konzentration des Gasgemisches;62;Nein;821
216-2;103126;Demeclocyclin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Einstellparameter: O2 Konzentration des Gasgemisches;62;Nein;822
220-4;103126;Dicloxacillin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Einstellparameter: O2 Konzentration des Gasgemisches;62;Nein;823
224-6;103126;Doxycyclin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Einstellparameter: O2 Konzentration des Gasgemisches;62;Nein;824
228-7;103126;Enoxacin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Einstellparameter: O2 Konzentration des Gasgemisches;62;Nein;825
23-2;103126;Amphotericin B [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Einstellparameter: O2 Konzentration des Gasgemisches;62;Nein;826
232-9;103126;Erythromycin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Einstellparameter: O2 Konzentration des Gasgemisches;62;Nein;827
236-0;103126;Erythromycin+Sulfisoxazol [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Einstellparameter: O2 Konzentration des Gasgemisches;62;Nein;828
240-2;103126;Ethambutol [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Einstellparameter: O2 Konzentration des Gasgemisches;62;Nein;829
257-6;103126;Framycetin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Einstellparameter: O2 Konzentration des Gasgemisches;62;Nein;830
261-8;103126;Fusidat [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Einstellparameter: O2 Konzentration des Gasgemisches;62;Nein;831
266-7;103126;Gentamicin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Einstellparameter: O2 Konzentration des Gasgemisches;62;Nein;832
270-9;103126;Gramicidin D [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Einstellparameter: O2 Konzentration des Gasgemisches;62;Nein;833
271-7;103126;Gramicidin D [Empfindlichkeit] mit minimaler Hemmkonzentration (MHK);Einstellparameter: O2 Konzentration des Gasgemisches;60;Nein;834
27-3;103126;Ampicillin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Einstellparameter: O2 Konzentration des Gasgemisches;62;Nein;835
274-1;103126;Hetacillin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Einstellparameter: O2 Konzentration des Gasgemisches;62;Nein;836
278-2;103126;Imipenem [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Einstellparameter: O2 Konzentration des Gasgemisches;62;Nein;837
286-5;103126;Isoniazid [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Einstellparameter: O2 Konzentration des Gasgemisches;62;Nein;838
290-7;103126;Kanamycin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Einstellparameter: O2 Konzentration des Gasgemisches;62;Nein;839
294-9;103126;Ketoconazol [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Einstellparameter: O2 Konzentration des Gasgemisches;62;Nein;840
298-0;103126;Lincomycin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Einstellparameter: O2 Konzentration des Gasgemisches;62;Nein;841
302-0;103126;Lomefloxacin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Einstellparameter: O2 Konzentration des Gasgemisches;62;Nein;842
306-1;103126;Loracarbef [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Einstellparameter: O2 Konzentration des Gasgemisches;62;Nein;843
310-3;103126;Lymecyclin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Einstellparameter: O2 Konzentration des Gasgemisches;62;Nein;844
314-5;103126;Meclocyclin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Einstellparameter: O2 Konzentration des Gasgemisches;62;Nein;845
31-5;103126;Ampicillin+Sulbactam [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Einstellparameter: O2 Konzentration des Gasgemisches;62;Nein;846
318-6;103126;Methacyclin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Einstellparameter: O2 Konzentration des Gasgemisches;62;Nein;847
322-8;103126;Methicillin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Einstellparameter: O2 Konzentration des Gasgemisches;62;Nein;848
326-9;103126;Metronidazol [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Einstellparameter: O2 Konzentration des Gasgemisches;62;Nein;849
330-1;103126;Mezlocillin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Einstellparameter: O2 Konzentration des Gasgemisches;62;Nein;850
334-3;103126;Minocyclin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Einstellparameter: O2 Konzentration des Gasgemisches;62;Nein;851
338-4;103126;Miocamycin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Einstellparameter: O2 Konzentration des Gasgemisches;62;Nein;852
346-7;103126;Nafcillin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Einstellparameter: O2 Konzentration des Gasgemisches;62;Nein;853
354-1;103126;Neomycin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Einstellparameter: O2 Konzentration des Gasgemisches;62;Nein;854
35-6;103126;Azithromycin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Einstellparameter: O2 Konzentration des Gasgemisches;62;Nein;855
358-2;103126;Netilmicin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Einstellparameter: O2 Konzentration des Gasgemisches;62;Nein;856
362-4;103126;Nitrofurantoin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Einstellparameter: O2 Konzentration des Gasgemisches;62;Nein;857
366-5;103126;Norfloxacin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Einstellparameter: O2 Konzentration des Gasgemisches;62;Nein;858
374-9;103126;Ofloxacin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Einstellparameter: O2 Konzentration des Gasgemisches;62;Nein;859
378-0;103126;Oleandomycin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Einstellparameter: O2 Konzentration des Gasgemisches;62;Nein;860
382-2;103126;Oxacillin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Einstellparameter: O2 Konzentration des Gasgemisches;62;Nein;861
386-3;103126;Oxytetracyclin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Einstellparameter: O2 Konzentration des Gasgemisches;62;Nein;862
391-3;103126;Penicillin G [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Einstellparameter: O2 Konzentration des Gasgemisches;62;Nein;863
395-4;103126;Penicillin V [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Einstellparameter: O2 Konzentration des Gasgemisches;62;Nein;864
39-8;103126;Azlocillin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Einstellparameter: O2 Konzentration des Gasgemisches;62;Nein;865
399-6;103126;Phenethicillin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Einstellparameter: O2 Konzentration des Gasgemisches;62;Nein;866
407-7;103126;Piperacillin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Einstellparameter: O2 Konzentration des Gasgemisches;62;Nein;867
411-9;103126;Piperacillin+Tazobactam [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Einstellparameter: O2 Konzentration des Gasgemisches;62;Nein;868
415-0;103126;Pivampicillin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Einstellparameter: O2 Konzentration des Gasgemisches;62;Nein;869
419-2;103126;Polymyxin B [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Einstellparameter: O2 Konzentration des Gasgemisches;62;Nein;870
423-4;103126;Pyrazinamid [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Einstellparameter: O2 Konzentration des Gasgemisches;62;Nein;871
427-5;103126;Rifampicin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Einstellparameter: O2 Konzentration des Gasgemisches;62;Nein;872
43-0;103126;Aztreonam [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Einstellparameter: O2 Konzentration des Gasgemisches;62;Nein;873
43270-8;103126;Ceftobiprol [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Einstellparameter: O2 Konzentration des Gasgemisches;62;Nein;874
435-8;103126;Rolitetracyclin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Einstellparameter: O2 Konzentration des Gasgemisches;62;Nein;875
439-0;103126;Rosoxacin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Einstellparameter: O2 Konzentration des Gasgemisches;62;Nein;876
443-2;103126;Roxithromycin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Einstellparameter: O2 Konzentration des Gasgemisches;62;Nein;877
