2379-6;104785;GST RBC-cCnc;MS C2 RC;60
10649-2;103062;Calicivirus Stl EM;MS Calciumfluss;61
3298-7;104247;APAP SerPl-mCnc;MS Servoi CPAP;62
53653-2;110833;pH Bifl;P BiasFlow;71
10948-8;108626;Pigeon Feather IgE Qn;P Lifetherm Neigung;60
17861-6;102721;Calcium SerPl-mCnc;Calcium;100
17861-6;102743;Calcium SerPl-mCnc;Calcium;100
17861-6;103054;Calcium SerPl-mCnc;Calcium;100
17861-6;103062;Calcium SerPl-mCnc;MS Calciumfluss;61
92726-9;103433;17OHP DBS LC/MS/MS-mCnc;MS i;67
92726-9;107839;17OHP DBS LC/MS/MS-mCnc;MS i;67
92726-9;110780;17OHP DBS LC/MS/MS-mCnc;P MS;67
35654-3;104109;Creat/BW 24h Ur-RelMRat;Temperatur 2b;61
281-6;106385;Imipenem Titr SBT;MS Rest Zeit min;61
281-6;106390;Imipenem Titr SBT;MS Rest Zeit min;61
40083-8;102721;Calcium 1D p chal SerPl-mCnc;Calcium;100
40083-8;102743;Calcium 1D p chal SerPl-mCnc;Calcium;100
40083-8;103054;Calcium 1D p chal SerPl-mCnc;Calcium;100
40083-8;107934;Calcium 1D p chal SerPl-mCnc;P ADS MS ADS Calcium postFilter;62
6053-3;102139;Brome IgE Qn;Abdomen Nieren;62
12212-7;103158;EBV NA IgG Titr Ser IF;Na;100
12212-7;103190;EBV NA IgG Titr Ser IF;Na;100
12212-7;104882;EBV NA IgG Titr Ser IF;Na;100
12212-7;104898;EBV NA IgG Titr Ser IF;Na;100
12212-7;104923;EBV NA IgG Titr Ser IF;Na;100
12212-7;104938;EBV NA IgG Titr Ser IF;Na;100
12212-7;110787;EBV NA IgG Titr Ser IF;P Na;67
12212-7;110807;EBV NA IgG Titr Ser IF;P Na;67
8075-4;108157;Insulin Porcine Ab Ser-aCnc;Insulin ja;82
8075-4;108158;Insulin Porcine Ab Ser-aCnc;Insulin nein;74
22590-4;107934;T pallidum Ab Titr Ser;P ADS MS ADS Calcium postFilter;61
50507-3;108157;Insulin sp7 SerPl-aCnc;Insulin ja;82
50507-3;108158;Insulin sp7 SerPl-aCnc;Insulin nein;74
96828-9;101609;Renal Score SOFA;Score Braden;64
96828-9;101973;Renal Score SOFA;Score SAPS2;62
96828-9;101992;Renal Score SOFA;Score SOFA;100
96828-9;102764;Renal Score SOFA;Score ARDS;67
96828-9;102784;Renal Score SOFA;Score RASS;69
96828-9;102785;Renal Score SOFA;Score AIS;71
96828-9;102788;Renal Score SOFA;Score Apgar;62
96828-9;102791;Renal Score SOFA;Score BPS;71
96828-9;102792;Renal Score SOFA;Score CIWA;67
96828-9;102795;Renal Score SOFA;Score CRIB;67
96828-9;102796;Renal Score SOFA;Score DRS;71
96828-9;102798;Renal Score SOFA;Score GDS;71
96828-9;102800;Renal Score SOFA;Score Kuss;67
96828-9;102801;Renal Score SOFA;Score MAAS;67
96828-9;102802;Renal Score SOFA;Score MMS;71
96828-9;102803;Renal Score SOFA;Score MOF;71
96828-9;102804;Renal Score SOFA;Score mRS;71
96828-9;102806;Renal Score SOFA;Score NIHSS;62
96828-9;102807;Renal Score SOFA;Score NIPS;67
96828-9;102810;Renal Score SOFA;Score RSS;71
96828-9;102811;Renal Score SOFA;Score RTS;71
96828-9;102812;Renal Score SOFA;Score SAS;71
96828-9;102813;Renal Score SOFA;Score Lachs;62
96828-9;102815;Renal Score SOFA;Score VICS;67
96828-9;102816;Renal Score SOFA;Score Waterlow;60
96828-9;102832;Renal Score SOFA;Score Barthel;62
96828-9;102848;Renal Score SOFA;Score Braden;64
96828-9;103444;Renal Score SOFA;Score DGAI;67
96828-9;103458;Renal Score SOFA;Score DGAI;67
96828-9;103506;Renal Score SOFA;Score DGAI;67
96828-9;103507;Renal Score SOFA;Score DGAI;67
96828-9;103509;Renal Score SOFA;Score DGAI;67
96828-9;103510;Renal Score SOFA;Score DGAI;67
96828-9;103511;Renal Score SOFA;Score DGAI;67
96828-9;103512;Renal Score SOFA;Score DGAI;67
96828-9;103518;Renal Score SOFA;Score DGAI;67
96828-9;103523;Renal Score SOFA;Score DGAI;67
96828-9;103527;Renal Score SOFA;Score DGAI;67
96828-9;103536;Renal Score SOFA;Score DGAI;67
96828-9;103538;Renal Score SOFA;Score DGAI;67
96828-9;103540;Renal Score SOFA;Score DGAI;67
96828-9;103543;Renal Score SOFA;Score DGAI;67
96828-9;103544;Renal Score SOFA;Score DGAI;67
96828-9;103545;Renal Score SOFA;Score DGAI;67
96828-9;103550;Renal Score SOFA;Score DGAI;67
96828-9;103551;Renal Score SOFA;Score DGAI;67
96828-9;103554;Renal Score SOFA;Score DGAI;67
96828-9;103556;Renal Score SOFA;Score DGAI;67
96828-9;103557;Renal Score SOFA;Score DGAI;67
96828-9;103558;Renal Score SOFA;Score DGAI;67
96828-9;103559;Renal Score SOFA;Score DGAI;67
96828-9;103560;Renal Score SOFA;Score DGAI;67
96828-9;103562;Renal Score SOFA;Score DGAI;67
96828-9;105222;Renal Score SOFA;Score NRS;71
96828-9;105223;Renal Score SOFA;Score BPS;71
96828-9;106651;Renal Score SOFA;Score UStix;62
96828-9;107969;Renal Score SOFA;Score Ramsay;71
96828-9;108233;Renal Score SOFA;Score Petrussa;60
96828-9;108377;Renal Score SOFA;Score BradenQ;62
96828-9;108395;Renal Score SOFA;Score FLACC;62
96828-9;108441;Renal Score SOFA;Score SOS;71
96828-9;108458;Renal Score SOFA;Score SOS;71
96828-9;108680;Renal Score SOFA;Score NACA;69
96828-9;108684;Renal Score SOFA;Score ISS;71
96828-9;110976;Renal Score SOFA;Score FOUR;67
96828-9;117221;Renal Score SOFA;Score;100
96828-9;117225;Renal Score SOFA;Score Race;67
2923-1;104245;Vit A SerPl-mCnc;MS Servoi AF;64
2923-1;104246;Vit A SerPl-mCnc;MS Servoi Af;64
2923-1;104247;Vit A SerPl-mCnc;MS Servoi CPAP;60
161-0;104733;Cephalothin Islt MIC;MS Halothan insp;67
14246-3;102883;PS IgM Ser-aCnc;PS;100
14246-3;104236;PS IgM Ser-aCnc;MS Servoi Cdyn;62
14246-3;104717;PS IgM Ser-aCnc;PS;100
5969-1;102050;PAP PPP IA-mCnc;PAP;100
5969-1;107981;PAP PPP IA-mCnc;P C3 PEEP CPAP;62
5969-1;110820;PAP PPP IA-mCnc;P C3 PEEP CPAP;62
14339-6;108718;IgG MFr CSF;P CSF MS ICP;61
6149-9;108157;Insulin Porcine IgE Qn;Insulin ja;82
6149-9;108158;Insulin Porcine IgE Qn;Insulin nein;74
30428-7;101627;MCV RBC;Proc AMV;67
21260-5;103158;EBV NA Ab Titr Ser IF;Na;100
21260-5;103190;EBV NA Ab Titr Ser IF;Na;100
21260-5;104882;EBV NA Ab Titr Ser IF;Na;100
21260-5;104898;EBV NA Ab Titr Ser IF;Na;100
21260-5;104923;EBV NA Ab Titr Ser IF;Na;100
21260-5;104938;EBV NA Ab Titr Ser IF;Na;100
21260-5;110787;EBV NA Ab Titr Ser IF;P Na;67
21260-5;110807;EBV NA Ab Titr Ser IF;P Na;67
66493-8;103158;EBV NA 1 IgG Ser-aCnc;Na;100
66493-8;103190;EBV NA 1 IgG Ser-aCnc;Na;100
66493-8;104882;EBV NA 1 IgG Ser-aCnc;Na;100
66493-8;104898;EBV NA 1 IgG Ser-aCnc;Na;100
66493-8;104923;EBV NA 1 IgG Ser-aCnc;Na;100
66493-8;104938;EBV NA 1 IgG Ser-aCnc;Na;100
66493-8;110787;EBV NA 1 IgG Ser-aCnc;P Na;67
66493-8;110807;EBV NA 1 IgG Ser-aCnc;P Na;67
15923-6;110863;P frequentans IgE RAST Ql;P RTX Frequenz;62
2462-0;104230;IgE Ser-mCnc;MS Servoi E;61
2462-0;104239;IgE Ser-mCnc;MS Servoi e;61
2462-0;104240;IgE Ser-mCnc;MS Servoi i;61
12589-8;104973;Creat 12h Ur-mRate;CRRT Temperatur;61
12589-8;104994;Creat 12h Ur-mRate;CRRT Temperatur;61
27057-9;104233;Serotonin Ser-mCnc;MS Servoi Re;60
27057-9;104234;Serotonin Ser-mCnc;MS Servoi Ri;60
27057-9;104236;Serotonin Ser-mCnc;MS Servoi Cdyn;62
4671-4;110897;Prot C Plas-mCnc;P C3 SBT Support min;61
23868-3;110917;SNV IgM Titr Ser;MS Servoi Ti Tges;61
13414-8;104249;Serine Amn-mCnc;MS Servoi Pmean;60
643-7;104714;Gram Stn Pus;T Rampe;63
1726-9;104247;cAMP SerPl-mCnc;MS Servoi CPAP;62
5767-9;103258;Appearance Ur;ApneaRate;64
25467-2;106521;Manganese SerPl-sCnc;Anamnese Nein;61
