96766-1;117164;GISAID sequence accession-Nummer;P Doku nummer;63
33815-2;108157;Insulin Serum Plasma . Probenmaterial Stimulation;Insulin ja;82
33815-2;108158;Insulin Serum Plasma . Probenmaterial Stimulation;Insulin nein;74
33815-2;108510;Insulin Serum Plasma . Probenmaterial Stimulation;Atmung Stimulation;76
47191-2;108510;Trijodthyronin (T3) Serum Plasma . Probenmaterial Stimulation;Atmung Stimulation;76
3297-9;104833;Paracetamol Serum Plasma;Apherese Plasma;62
3297-9;104834;Paracetamol Serum Plasma;Apherese Plasma;62
3297-9;104846;Paracetamol Serum Plasma;Apherese Plasma;62
32312-1;108510;Cortisol Serum Plasma Stunden Stimulation;Atmung Stimulation;76
12798-5;108510;Oxalat Urin . Probenmaterial Stimulation;Atmung Stimulation;76
50751-7;108157;Glucose Serum Plasma Minuten ,1 U/kg Insulin;Insulin ja;82
50751-7;108158;Glucose Serum Plasma Minuten ,1 U/kg Insulin;Insulin nein;74
39090-6;108675;Ruditapes spp IgE-Antikörper/ -IgE Serum;P Antikoerper Mutter;60
1573-5;108157;Insulin Serum Plasma -- Stunden Nahrungskarenz;Insulin ja;82
1573-5;108158;Insulin Serum Plasma -- Stunden Nahrungskarenz;Insulin nein;74
57594-4;108510;Aldosteron Serum Plasma Minuten Stimulation;Atmung Stimulation;76
30458-4;102581;Plasmazellen Blut;Plasmavolumen;60
30458-4;103063;Plasmazellen Blut;Plasmavolumen;60
30458-4;103064;Plasmazellen Blut;BM25 Plasmavolumen;63
30458-4;103065;Plasmazellen Blut;Plasmavolumen;60
30458-4;103067;Plasmazellen Blut;BM25 Plasmavolumen;63
30458-4;103143;Plasmazellen Blut;Plasmaloesung;60
30458-4;103145;Plasmazellen Blut;Doku Plasmalösung;61
10734-2;102128;Varicella-Zoster-Virus identifiziert Haut Elektronenmikroskopie;Kopf Haut;62
10734-2;102142;Varicella-Zoster-Virus identifiziert Haut Elektronenmikroskopie;Haut;100
47318-1;102139;Leber-Nieren-Mikrosomen-1 IgG-Antikörper Serum Immunoassay;Abdomen Nieren;60
391-3;107861;Penicillinminimaler letaler Konzentration (MLK);O2 Konzentration;90
391-3;107864;Penicillinminimaler letaler Konzentration (MLK);Doku Atom O2 Konzentration;67
391-3;107867;Penicillinminimaler letaler Konzentration (MLK);Atom O2 Konzentration;76
39105-2;102128;Aussehen Haut;Kopf Haut;62
39105-2;102137;Aussehen Haut;Abdomen Haut;64
39105-2;102142;Aussehen Haut;Haut;100
39105-2;107787;Aussehen Haut;Doku Aussehen Dialysat;76
12594-8;108510;Dehydroepiandrosteron (DHEA) Serum Plasma . Probenmaterial Stimulation;Atmung Stimulation;76
27348-2;108510;Dopamin Serum Plasma Stunden Stimulation;Atmung Stimulation;76
25618-0;108510;Cortisol Serum Plasma . Probenmaterial Stimulation;Atmung Stimulation;76
3148-4;100802;Sauerstoff Gas;SauerstoffFlow;71
3148-4;100808;Sauerstoff Gas;Sauerstoff;100
3148-4;101439;Sauerstoff Gas;SauerstoffFlow;71
3148-4;101481;Sauerstoff Gas;Sauerstoff;100
3148-4;102074;Sauerstoff Gas;SauerstoffFlow;71
3148-4;102922;Sauerstoff Gas;SauerstoffVolG5;69
3148-4;102942;Sauerstoff Gas;G5 Sauerstoff;89
3148-4;103091;Sauerstoff Gas;CF800 SauerstoffFlow;65
3148-4;104804;Sauerstoff Gas;MS C2 Sauerstoff;83
3148-4;104808;Sauerstoff Gas;C2 Sauerstoff;87
3148-4;105103;Sauerstoff Gas;Sauerstoff RespirationBarValue;83
3148-4;106641;Sauerstoff Gas;T1 Sauerstoff;87
3148-4;107811;Sauerstoff Gas;Sauerstoff;100
3148-4;107980;Sauerstoff Gas;P C3 Sauerstoff;83
3148-4;108012;Sauerstoff Gas;P MS C3 Sauerstoff;83
3148-4;110866;Sauerstoff Gas;Heimbeatmung Sauerstoff;83
8334-5;102158;Körpertemperatur - Harnblase;Koerpertemperatur;71
8334-5;102622;Körpertemperatur - Harnblase;Mess Temperatur;60
8334-5;102623;Körpertemperatur - Harnblase;Mess Temperatur;60
8334-5;102956;Körpertemperatur - Harnblase;BM25 Temperatur;60
8334-5;102968;Körpertemperatur - Harnblase;ADM Temperatur;62
8334-5;102993;Körpertemperatur - Harnblase;BM25 Temperatur;60
8334-5;103007;Körpertemperatur - Harnblase;ADM Temperatur;62
8334-5;104107;Körpertemperatur - Harnblase;Temperatur 1a;63
8334-5;104108;Körpertemperatur - Harnblase;Temperatur 2a;63
8334-5;104109;Körpertemperatur - Harnblase;Temperatur 2b;63
8334-5;104110;Körpertemperatur - Harnblase;Temperatur 1b;63
8334-5;104111;Körpertemperatur - Harnblase;Temperatur 3a;63
8334-5;104112;Körpertemperatur - Harnblase;Temperatur 3b;63
8334-5;104147;Körpertemperatur - Harnblase;Airvo Temperatur;63
8334-5;104831;Körpertemperatur - Harnblase;Apherese Temperatur;68
8334-5;104844;Körpertemperatur - Harnblase;Apherese Temperatur;68
8334-5;104973;Körpertemperatur - Harnblase;CRRT Temperatur;60
8334-5;104994;Körpertemperatur - Harnblase;CRRT Temperatur;60
8334-5;107939;Körpertemperatur - Harnblase;P ADS ADS Systemtemperatur;64
8334-5;107949;Körpertemperatur - Harnblase;P ADS ADS Systemtemperatur;64
8334-5;108624;Körpertemperatur - Harnblase;P Lifetherm Temperatur;60
8334-5;108632;Körpertemperatur - Harnblase;BairHugger Temperatur;65
8334-5;108633;Körpertemperatur - Harnblase;P BarkeyWaermepaddels Temperatur;60
8334-5;108742;Körpertemperatur - Harnblase;P Temperatur DeltaT;64
8334-5;110758;Körpertemperatur - Harnblase;P Anfeuchtung Temperatur;61
8334-5;110925;Körpertemperatur - Harnblase;P Temperatur Arteriell;64
8334-5;110926;Körpertemperatur - Harnblase;P Temperatur Haut;67
8334-5;110927;Körpertemperatur - Harnblase;P Temperatur Naso;71
8334-5;110928;Körpertemperatur - Harnblase;P Temperatur Oesophagial;61
8334-5;110931;Körpertemperatur - Harnblase;P Temperatur Allg;67
8334-5;110933;Körpertemperatur - Harnblase;P Temperatur Kern;67
8334-5;110934;Körpertemperatur - Harnblase;P Temperatur generic;62
8334-5;110936;Körpertemperatur - Harnblase;P Temperatur Kern;67
8334-5;117157;Körpertemperatur - Harnblase;P MS TemperaturIst;60
16785-8;108510;Dopamin Urin . Probenmaterial Stimulation;Atmung Stimulation;76
14638-1;107936;Calculus-Analyse Calculus (Stein);P ADS ADS CalciumFluss;60
14638-1;107950;Calculus-Analyse Calculus (Stein);P ADS ADS CalciumFluss;60
16735-3;108510;Dehydroepiandrosteron (DHEA) Serum Plasma -- Stimulation;Atmung Stimulation;76
57833-6;110841;Arzneimittelverschreibung;P CoughAssist Verschreibung;62
39777-8;104913;Harnstoff Serum Plasma -- Dialyse;Dialyse Zeit;74
39777-8;110802;Harnstoff Serum Plasma -- Dialyse;P Dialyse Zeit;67
39777-8;110818;Harnstoff Serum Plasma -- Dialyse;P Dialyse Zeit;67
53502-1;102721;Calcium Probenmaterial;Calcium;100
53502-1;102743;Calcium Probenmaterial;Calcium;100
53502-1;103054;Calcium Probenmaterial;Calcium;100
15792-5;108157;Bovines Insulin IgE-Antikörper-RAST-Klasse Serum;Insulin ja;82
15792-5;108158;Bovines Insulin IgE-Antikörper-RAST-Klasse Serum;Insulin nein;74
487-9;107861;Temafloxacin minimaler letaler Konzentration (MLK);O2 Konzentration;90
487-9;107864;Temafloxacin minimaler letaler Konzentration (MLK);Doku Atom O2 Konzentration;67
487-9;107867;Temafloxacin minimaler letaler Konzentration (MLK);Atom O2 Konzentration;76
21309-0;108510;Glucose Serum Plasma Minuten Stimulation;Atmung Stimulation;76
447-3;107861;Sisomicin minimaler letaler Konzentration (MLK);O2 Konzentration;90
447-3;107864;Sisomicin minimaler letaler Konzentration (MLK);Doku Atom O2 Konzentration;67
447-3;107867;Sisomicin minimaler letaler Konzentration (MLK);Atom O2 Konzentration;76
25647-9;108510;Follitropin Serum Plasma . International Reference Preparation . Probenmaterial Stimulation;Atmung Stimulation;76
14774-4;104833;Haloperidol Serum Plasma;Apherese Plasma;67
14774-4;104834;Haloperidol Serum Plasma;Apherese Plasma;67
14774-4;104846;Haloperidol Serum Plasma;Apherese Plasma;67
38230-9;102721;Calcium.ionisiert Blut;Calcium;100
38230-9;102743;Calcium.ionisiert Blut;Calcium;100
38230-9;103054;Calcium.ionisiert Blut;Calcium;100
33809-5;108157;Insulin Serum Plasma . Probenmaterial Stimulation;Insulin ja;82
33809-5;108158;Insulin Serum Plasma . Probenmaterial Stimulation;Insulin nein;74
33809-5;108510;Insulin Serum Plasma . Probenmaterial Stimulation;Atmung Stimulation;76
15074-8;101472;Glucose Blut;Blutgruppe;64
15074-8;102102;Glucose Blut;Blutfluss;67
15074-8;102108;Glucose Blut;Mess Blutfluss;62
15074-8;102976;Glucose Blut;Blutfluss;67
15074-8;103152;Glucose Blut;Blutfluss;67
15074-8;103180;Glucose Blut;Blutfluss;67
15074-8;103220;Glucose Blut;Blutfluss;67
15074-8;104680;Glucose Blut;Blutggruppe;61
15074-8;104888;Glucose Blut;Blutfluss;67
15074-8;104907;Glucose Blut;Blutfluss;67
15074-8;106339;Glucose Blut;Blutfluss;67
15074-8;106381;Glucose Blut;Blutfluss;67
15074-8;110796;Glucose Blut;P Blutfluss;61
15074-8;117163;Glucose Blut;P Blutfluss;61
33772-5;103707;Pl-7 Antikörper Serum;Antikoerper;65
33772-5;104679;Pl-7 Antikörper Serum;Antikoerper;65
33772-5;108675;Pl-7 Antikörper Serum;P Antikoerper Mutter;60
5902-2;100203;Prothrombinzeit (PT);PT;100
5902-2;100676;Prothrombinzeit (PT);PT;100
5902-2;110835;Prothrombinzeit (PT);P Inspirationszeit;61
16662-9;108510;Corticotropin Plasma Radioimmunoassay Minuten Stimulation;Atmung Stimulation;76
29247-4;101449;Sirolimus Blut;Blutverlusst;62
29247-4;102102;Sirolimus Blut;Blutfluss;61
29247-4;102976;Sirolimus Blut;Blutfluss;61
29247-4;103152;Sirolimus Blut;Blutfluss;61
29247-4;103180;Sirolimus Blut;Blutfluss;61
29247-4;103220;Sirolimus Blut;Blutfluss;61
29247-4;104888;Sirolimus Blut;Blutfluss;61
29247-4;104907;Sirolimus Blut;Blutfluss;61
29247-4;106339;Sirolimus Blut;Blutfluss;61
29247-4;106381;Sirolimus Blut;Blutfluss;61
2458-8;103069;IgA Serum Plasma;ADM Plasmavolumen;61
2458-8;103085;IgA Serum Plasma;ADM Plasmavolumen;61
2458-8;104833;IgA Serum Plasma;Apherese Plasma;65
2458-8;104834;IgA Serum Plasma;Apherese Plasma;65
2458-8;104846;IgA Serum Plasma;Apherese Plasma;65
88859-4;101973;Bewertung Erkrankungsstadiums Risikokalkulation (Score);Score SAPS2;62
88859-4;101992;Bewertung Erkrankungsstadiums Risikokalkulation (Score);Score SOFA;67
88859-4;102764;Bewertung Erkrankungsstadiums Risikokalkulation (Score);Score ARDS;67
88859-4;102784;Bewertung Erkrankungsstadiums Risikokalkulation (Score);Score RASS;67
88859-4;102785;Bewertung Erkrankungsstadiums Risikokalkulation (Score);Score AIS;71
88859-4;102788;Bewertung Erkrankungsstadiums Risikokalkulation (Score);Score Apgar;62
88859-4;102791;Bewertung Erkrankungsstadiums Risikokalkulation (Score);Score BPS;71
88859-4;102792;Bewertung Erkrankungsstadiums Risikokalkulation (Score);Score CIWA;67
88859-4;102795;Bewertung Erkrankungsstadiums Risikokalkulation (Score);Score CRIB;67
88859-4;102796;Bewertung Erkrankungsstadiums Risikokalkulation (Score);Score DRS;71
88859-4;102798;Bewertung Erkrankungsstadiums Risikokalkulation (Score);Score GDS;71
88859-4;102800;Bewertung Erkrankungsstadiums Risikokalkulation (Score);Score Kuss;67
88859-4;102801;Bewertung Erkrankungsstadiums Risikokalkulation (Score);Score MAAS;67
88859-4;102802;Bewertung Erkrankungsstadiums Risikokalkulation (Score);Score MMS;71
88859-4;102803;Bewertung Erkrankungsstadiums Risikokalkulation (Score);Score MOF;71
88859-4;102804;Bewertung Erkrankungsstadiums Risikokalkulation (Score);Score mRS;71
88859-4;102806;Bewertung Erkrankungsstadiums Risikokalkulation (Score);Score NIHSS;62
88859-4;102807;Bewertung Erkrankungsstadiums Risikokalkulation (Score);Score NIPS;67
88859-4;102810;Bewertung Erkrankungsstadiums Risikokalkulation (Score);Score RSS;71
88859-4;102811;Bewertung Erkrankungsstadiums Risikokalkulation (Score);Score RTS;71
88859-4;102812;Bewertung Erkrankungsstadiums Risikokalkulation (Score);Score SAS;71
88859-4;102813;Bewertung Erkrankungsstadiums Risikokalkulation (Score);Score Lachs;62
88859-4;102815;Bewertung Erkrankungsstadiums Risikokalkulation (Score);Score VICS;67
88859-4;103444;Bewertung Erkrankungsstadiums Risikokalkulation (Score);Score DGAI;67
88859-4;103458;Bewertung Erkrankungsstadiums Risikokalkulation (Score);Score DGAI;67
88859-4;103506;Bewertung Erkrankungsstadiums Risikokalkulation (Score);Score DGAI;67
88859-4;103507;Bewertung Erkrankungsstadiums Risikokalkulation (Score);Score DGAI;67
88859-4;103509;Bewertung Erkrankungsstadiums Risikokalkulation (Score);Score DGAI;67
88859-4;103510;Bewertung Erkrankungsstadiums Risikokalkulation (Score);Score DGAI;67
88859-4;103511;Bewertung Erkrankungsstadiums Risikokalkulation (Score);Score DGAI;67
88859-4;103512;Bewertung Erkrankungsstadiums Risikokalkulation (Score);Score DGAI;67
88859-4;103518;Bewertung Erkrankungsstadiums Risikokalkulation (Score);Score DGAI;67
88859-4;103523;Bewertung Erkrankungsstadiums Risikokalkulation (Score);Score DGAI;67
88859-4;103527;Bewertung Erkrankungsstadiums Risikokalkulation (Score);Score DGAI;67
88859-4;103536;Bewertung Erkrankungsstadiums Risikokalkulation (Score);Score DGAI;67
88859-4;103538;Bewertung Erkrankungsstadiums Risikokalkulation (Score);Score DGAI;67
88859-4;103540;Bewertung Erkrankungsstadiums Risikokalkulation (Score);Score DGAI;67
88859-4;103543;Bewertung Erkrankungsstadiums Risikokalkulation (Score);Score DGAI;67
88859-4;103544;Bewertung Erkrankungsstadiums Risikokalkulation (Score);Score DGAI;67
88859-4;103545;Bewertung Erkrankungsstadiums Risikokalkulation (Score);Score DGAI;67
88859-4;103550;Bewertung Erkrankungsstadiums Risikokalkulation (Score);Score DGAI;67
88859-4;103551;Bewertung Erkrankungsstadiums Risikokalkulation (Score);Score DGAI;67
88859-4;103554;Bewertung Erkrankungsstadiums Risikokalkulation (Score);Score DGAI;67
88859-4;103556;Bewertung Erkrankungsstadiums Risikokalkulation (Score);Score DGAI;67
88859-4;103557;Bewertung Erkrankungsstadiums Risikokalkulation (Score);Score DGAI;67
88859-4;103558;Bewertung Erkrankungsstadiums Risikokalkulation (Score);Score DGAI;67
88859-4;103559;Bewertung Erkrankungsstadiums Risikokalkulation (Score);Score DGAI;67
88859-4;103560;Bewertung Erkrankungsstadiums Risikokalkulation (Score);Score DGAI;67
88859-4;103562;Bewertung Erkrankungsstadiums Risikokalkulation (Score);Score DGAI;67
88859-4;105222;Bewertung Erkrankungsstadiums Risikokalkulation (Score);Score NRS;71
88859-4;105223;Bewertung Erkrankungsstadiums Risikokalkulation (Score);Score BPS;71
88859-4;106651;Bewertung Erkrankungsstadiums Risikokalkulation (Score);Score UStix;62
88859-4;108395;Bewertung Erkrankungsstadiums Risikokalkulation (Score);Score FLACC;62
88859-4;108441;Bewertung Erkrankungsstadiums Risikokalkulation (Score);Score SOS;71
88859-4;108458;Bewertung Erkrankungsstadiums Risikokalkulation (Score);Score SOS;71
88859-4;108680;Bewertung Erkrankungsstadiums Risikokalkulation (Score);Score NACA;67
88859-4;108684;Bewertung Erkrankungsstadiums Risikokalkulation (Score);Score ISS;71
88859-4;110976;Bewertung Erkrankungsstadiums Risikokalkulation (Score);Score FOUR;67
88859-4;117221;Bewertung Erkrankungsstadiums Risikokalkulation (Score);Score;100
88859-4;117225;Bewertung Erkrankungsstadiums Risikokalkulation (Score);Score Race;67
23-2;107861;Amphotericinminimaler letaler Konzentration (MLK);O2 Konzentration;90
23-2;107864;Amphotericinminimaler letaler Konzentration (MLK);Doku Atom O2 Konzentration;67
23-2;107867;Amphotericinminimaler letaler Konzentration (MLK);Atom O2 Konzentration;76
103-2;107861;Ceforanid minimaler letaler Konzentration (MLK);O2 Konzentration;90
103-2;107864;Ceforanid minimaler letaler Konzentration (MLK);Doku Atom O2 Konzentration;67
103-2;107867;Ceforanid minimaler letaler Konzentration (MLK);Atom O2 Konzentration;76
2923-1;102581;Retinol Serum Plasma;Plasmavolumen;61
2923-1;102585;Retinol Serum Plasma;Plasmarate;60
2923-1;103063;Retinol Serum Plasma;Plasmavolumen;61
2923-1;103065;Retinol Serum Plasma;Plasmavolumen;61
2923-1;104833;Retinol Serum Plasma;Apherese Plasma;63
2923-1;104834;Retinol Serum Plasma;Apherese Plasma;63
2923-1;104846;Retinol Serum Plasma;Apherese Plasma;63
54349-6;102755;Ammoniak Dialysat;Dialysat;100
54349-6;103043;Ammoniak Dialysat;Dialysat;100
54349-6;103045;Ammoniak Dialysat;BM25 Dialysat;76
54349-6;103123;Ammoniak Dialysat;Dialysat;100
54349-6;103124;Ammoniak Dialysat;BM25 Dialysat;76
54349-6;104978;Ammoniak Dialysat;CRRT Dialysat;76
54349-6;104999;Ammoniak Dialysat;CRRT Dialysat;76
54349-6;107787;Ammoniak Dialysat;Doku Aussehen Dialysat;64
54349-6;107802;Ammoniak Dialysat;Dialysat1;62
54349-6;107803;Ammoniak Dialysat;Dialysat2;62
27874-7;108157;Insulin Serum Plasma . Probenmaterial Stimulation;Insulin ja;82
27874-7;108158;Insulin Serum Plasma . Probenmaterial Stimulation;Insulin nein;74
27874-7;108510;Insulin Serum Plasma . Probenmaterial Stimulation;Atmung Stimulation;76
378-0;107861;Oleandomycin minimaler letaler Konzentration (MLK);O2 Konzentration;90
378-0;107864;Oleandomycin minimaler letaler Konzentration (MLK);Doku Atom O2 Konzentration;67
378-0;107867;Oleandomycin minimaler letaler Konzentration (MLK);Atom O2 Konzentration;76
32717-1;102596;Natrium arteriellem Blut;Natrium;100
32717-1;102638;Natrium arteriellem Blut;Mess Natrium;74
32717-1;102676;Natrium arteriellem Blut;Natrium;100
32717-1;103167;Natrium arteriellem Blut;MS Natrium;82
32717-1;103226;Natrium arteriellem Blut;Natrium;100
32717-1;103242;Natrium arteriellem Blut;Natrium;100
32717-1;110925;Natrium arteriellem Blut;P Temperatur Arteriell;61
18727-8;101607;Serologie;Neurologie;84
18727-8;104256;Serologie;Servoi;67
18727-8;104284;Serologie;Servoi;67
14348-7;6;Spezifisches Gewicht Peritonealflüssigkeit Refraktometrie;Gewicht;100
14348-7;104258;Spezifisches Gewicht Peritonealflüssigkeit Refraktometrie;Servoi Gewicht;67
14348-7;110904;Spezifisches Gewicht Peritonealflüssigkeit Refraktometrie;P Gewicht;88
39792-7;102596;Natrium Kapillarblut;Natrium;100
39792-7;102638;Natrium Kapillarblut;Mess Natrium;74
39792-7;102652;Natrium Kapillarblut;StartNatrium;62
39792-7;102676;Natrium Kapillarblut;Natrium;100
39792-7;102681;Natrium Kapillarblut;StartNatrium;62
39792-7;103167;Natrium Kapillarblut;MS Natrium;82
39792-7;103222;Natrium Kapillarblut;StartNatrium;62
39792-7;103226;Natrium Kapillarblut;Natrium;100
39792-7;103241;Natrium Kapillarblut;StartNatrium;62
39792-7;103242;Natrium Kapillarblut;Natrium;100
39792-7;103253;Natrium Kapillarblut;StartNatrium;62
40849-2;108510;Glucose Urin Teststreifen . Probenmaterial Stimulation;Atmung Stimulation;76
30376-8;102123;Blasten Blut;IABP Aufblasen;62
25628-9;108510;Cortisol Serum Plasma . Probenmaterial Stimulation;Atmung Stimulation;76
32095-2;30;Methanol Urin;Behandlung;61
2093-3;104833;Cholesterol Serum Plasma;Apherese Plasma;62
2093-3;104834;Cholesterol Serum Plasma;Apherese Plasma;62
2093-3;104846;Cholesterol Serum Plasma;Apherese Plasma;62
17817-8;106365;Gamma-Globulin/Protein. Elektrophorese Urin gesammelt Zeitraum;G5 SBT Zeitraum;70
17817-8;106366;Gamma-Globulin/Protein. Elektrophorese Urin gesammelt Zeitraum;G5 SBT Zeitraum;70
17817-8;110899;Gamma-Globulin/Protein. Elektrophorese Urin gesammelt Zeitraum;P C3 SBT Zeitraum;64
17817-8;110900;Gamma-Globulin/Protein. Elektrophorese Urin gesammelt Zeitraum;P C3 SBT Zeitraum;64
2573-4;104833;Lipoprotein.alpha Serum Plasma;Apherese Plasma;62
2573-4;104834;Lipoprotein.alpha Serum Plasma;Apherese Plasma;62
2573-4;104846;Lipoprotein.alpha Serum Plasma;Apherese Plasma;62
27832-5;108157;Insulin Serum Plasma . Probenmaterial Stimulation;Insulin ja;82
27832-5;108158;Insulin Serum Plasma . Probenmaterial Stimulation;Insulin nein;74
27832-5;108510;Insulin Serum Plasma . Probenmaterial Stimulation;Atmung Stimulation;76
12828-0;108510;Prolaktin Serum Plasma . Probenmaterial Stimulation;Atmung Stimulation;76
26606-4;104833;Carnosin Serum Plasma;Apherese Plasma;61
26606-4;104834;Carnosin Serum Plasma;Apherese Plasma;61
26606-4;104846;Carnosin Serum Plasma;Apherese Plasma;61
16895-5;108510;Gastrin Serum Plasma Minuten Stimulation;Atmung Stimulation;76
2947-0;102596;Natrium Blut;Natrium;100
2947-0;102638;Natrium Blut;Mess Natrium;74
2947-0;102652;Natrium Blut;StartNatrium;67
2947-0;102676;Natrium Blut;Natrium;100
2947-0;102681;Natrium Blut;StartNatrium;67
2947-0;102682;Natrium Blut;BasisNatrium;67
2947-0;102697;Natrium Blut;BasisNatrium;67
2947-0;103167;Natrium Blut;MS Natrium;82
2947-0;103222;Natrium Blut;StartNatrium;67
2947-0;103226;Natrium Blut;Natrium;100
2947-0;103241;Natrium Blut;StartNatrium;67
2947-0;103242;Natrium Blut;Natrium;100
2947-0;103253;Natrium Blut;StartNatrium;67
2947-0;103710;Natrium Blut;BlutKreuzbe Datum;62
2815-9;104833;Porphyrine Serum Plasma;Apherese Plasma;68
2815-9;104834;Porphyrine Serum Plasma;Apherese Plasma;68
2815-9;104846;Porphyrine Serum Plasma;Apherese Plasma;68
11087-4;108157;Insulin Antikörper Serum;Insulin ja;82
11087-4;108158;Insulin Antikörper Serum;Insulin nein;74
11087-4;108675;Insulin Antikörper Serum;P Antikoerper Mutter;60
41657-8;102596;Natrium gemischt-venösem Blut;Natrium;100
41657-8;102638;Natrium gemischt-venösem Blut;Mess Natrium;74
41657-8;102676;Natrium gemischt-venösem Blut;Natrium;100
41657-8;103167;Natrium gemischt-venösem Blut;MS Natrium;82
41657-8;103226;Natrium gemischt-venösem Blut;Natrium;100
41657-8;103242;Natrium gemischt-venösem Blut;Natrium;100
16725-4;108510;Dehydroepiandrosteron-Sulfat (DHEA-S) Serum Plasma . Probenmaterial Stimulation;Atmung Stimulation;76
16891-4;108510;Gastrin Serum Plasma . Probenmaterial Stimulation;Atmung Stimulation;76
59574-4;101473;Body Mass Index (BMI);BMI;100
